Code,"Indicator Name","Long definition","Source"
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)","Maternal mortality ratio is the number of women who die from pregnancy-related causes while pregnant or within 42 days of pregnancy termination per 100,000 live births. The data are estimated with a regression model using information on the proportion of maternal deaths among non-AIDS deaths in women ages 15-49, fertility, birth attendants, and GDP.","WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Trends in Maternal Mortality: 1990 to 2015. Geneva, World Health Organization, 2015"
SH.STA.MMRT.NE,"Maternal mortality ratio (national estimate, per 100,000 live births)","Maternal mortality ratio is the number of women who die from pregnancy-related causes while pregnant or within 42 days of pregnancy termination per 100,000 live births.","UNICEF, State of the World's Children, Childinfo, and Demographic and Health Surveys."
SH.STA.TRAF.P5,"Mortality caused by road traffic injury (per 100,000 people)","Mortality caused by road traffic injury is estimated road traffic fatal injury deaths per 100,000 population.","World Health Organization, Global Status Report on Road Safety."
SH.DYN.NCOM.ZS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Mortality from CVD, cancer, diabetes or CRD is the percent of 30-year-old-people who would die before their 70th birthday from any of cardiovascular disease, cancer, diabetes,  or chronic respiratory disease, assuming that s/he would experience current mortality rates at every age and s/he would not die from any other cause of death (e.g., injuries or HIV/AIDS).","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/)."
SP.DYN.AMRT.FE,"Mortality rate, adult, female (per 1,000 female adults)","Adult mortality rate is the probability of dying between the ages of 15 and 60--that is, the probability of a 15-year-old dying before reaching age 60, if subject to age-specific mortality rates of the specified year between those ages.","(1) United Nations Population Division's World Population Prospects. (2) University of California, Berkeley, and Max Planck Institute for Demographic Research. Human Mortality Database."
SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)","Adult mortality rate is the probability of dying between the ages of 15 and 60--that is, the probability of a 15-year-old dying before reaching age 60, if subject to age-specific mortality rates of the specified year between those ages.","(1) United Nations Population Division's World Population Prospects. (2) University of California, Berkeley, and Max Planck Institute for Demographic Research. Human Mortality Database."
SP.DYN.IMRT.IN,"Mortality rate, infant (per 1,000 live births)","Infant mortality rate is the number of infants dying before reaching one year of age, per 1,000 live births in a given year.","Estimates Developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org. Projected data are from the United Nations Population Division's World Population Prospects; and may in some cases not be consistent with data before the current year."
SP.DYN.IMRT.FE.IN,"Mortality rate, infant, female (per 1,000 live births)","Infant mortality rate, female is the number of female infants dying before reaching one year of age, per 1,000 female live births in a given year.","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org."
SP.DYN.IMRT.MA.IN,"Mortality rate, infant, male (per 1,000 live births)","Infant mortality rate, male is the number of male infants dying before reaching one year of age, per 1,000 male live births in a given year.","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org."
SH.DYN.NMRT,"Mortality rate, neonatal (per 1,000 live births)","Neonatal mortality rate is the number of neonates dying before reaching 28 days of age, per 1,000 live births in a given year.","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org."
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)","Under-five mortality rate is the probability per 1,000 that a newborn baby will die before reaching age five, if subject to age-specific mortality rates of the specified year.","Estimates Developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org. Projected data are from the United Nations Population Division's World Population Prospects; and may in some cases not be consistent with data before the current year."
SH.DYN.MORT.FE,"Mortality rate, under-5, female (per 1,000 live births)","Under-five mortality rate, female is the probability per 1,000 that a newborn female baby will die before reaching age five, if subject to female age-specific mortality rates of the specified year.","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org."
SH.DYN.MORT.MA,"Mortality rate, under-5, male (per 1,000 live births)","Under-five mortality rate, male is the probability per 1,000 that a newborn male baby will die before reaching age five, if subject to male age-specific mortality rates of the specified year.","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org."
SM.POP.NETM,"Net migration","Net migration is the net total of migrants during the period, that is, the total number of immigrants less the annual number of emigrants, including both citizens and noncitizens. Data are five-year estimates.","United Nations Population Division, World Population Prospects."
SH.VAC.TTNS.ZS,"Newborns protected against tetanus (%)","Newborns protected against tetanus are the percentage of births by women of child-bearing age who are immunized against tetanus.","WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/)."
SH.DTH.IMRT,"Number of infant deaths","Number of infants dying before reaching one year of age.","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org."
SH.MMR.DTHS,"Number of maternal deaths","A maternal death refers to the death of a woman while pregnant or within 42 days of termination of pregnancy, irrespective of the duration and site of the pregnancy, from any cause related to or aggravated by the pregnancy or its management but not from accidental or incidental causes.","WHO, UNICEF, UNFPA, World Bank Group, and the United Nations Population Division. Trends in Maternal Mortality: 1990 to 2015. Geneva, World Health Organization, 2015"
SH.DTH.NMRT,"Number of neonatal deaths","Number of neonates dying before reaching 28 days of age.","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org."
SN.ITK.DEFC,"Number of people who are undernourished","Number of people who are undernourished shows the number of people whose food intake is insufficient to meet dietary energy requirements continuously.","Food and Agriculture Organization (http://www.fao.org/publications/en/)."
SH.SGR.PROC.P5,"Number of surgical procedures (per 100,000 population)","The number of procedures undertaken in an operating theatre per 100,000 population per year in each country. A procedure is defined as the incision, excision, or manipulation of tissue that needs regional or general anaesthesia, or profound sedation to control pain.","The Lancet Commission on Global Surgery (www.lancetglobalsurgery.org)."
SH.DTH.MORT,"Number of under-five deaths","Number of children dying before reaching age five.","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org."
SH.MMR.LEVE,"Maternity leave (days paid)","Maternity leave is the mandatory minimum number of calendar days that legally must be paid by the government, the employer or both. It refers to leave related to the birth of a child that is only available to the mother; it does not cover parental leave that is available to both parents.","World Bank, Women, Business and the Law."
SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)","Nurses and midwives include professional nurses, professional midwives, auxiliary nurses, auxiliary midwives, enrolled nurses, enrolled midwives and other associated personnel, such as dental nurses and primary care nurses.","World Health Organization's Global Health Workforce Statistics, OECD, supplemented by country data."
SH.XPD.OOPC.ZS,"Out-of-pocket health expenditure (% of private expenditure on health)","Out of pocket expenditure is any direct outlay by households, including gratuities and in-kind payments, to health practitioners and suppliers of pharmaceuticals, therapeutic appliances, and other goods and services whose primary intent is to contribute to the restoration or enhancement of the health status of individuals or population groups. It is a part of private health expenditure.","World Health Organization Global Health Expenditure database (see http://apps.who.int/nha/database for the most recent updates)."
SH.XPD.OOPC.TO.ZS,"Out-of-pocket health expenditure (% of total expenditure on health)","Out of pocket expenditure is any direct outlay by households, including gratuities and in-kind payments, to health practitioners and suppliers of pharmaceuticals, therapeutic appliances, and other goods and services whose primary intent is to contribute to the restoration or enhancement of the health status of individuals or population groups. It is a part of private health expenditure.","World Health Organization Global Health Expenditure database (see http://apps.who.int/nha/database for the most recent updates)."
SH.STA.ODFC.ZS,"People practicing open defecation (% of population)","People practicing open defecation refers to the percentage of the population defecating in the open, such as in fields, forest, bushes, open bodies of water, on beaches, in other open spaces or disposed of with solid waste.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply and Sanitation (http://www.wssinfo.org/)."
SH.STA.ODFC.RU.ZS,"People practicing open defecation, rural (% of rural population)","People practicing open defecation refers to the percentage of the population defecating in the open, such as in fields, forest, bushes, open bodies of water, on beaches, in other open spaces or disposed of with solid waste.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply and Sanitation (http://www.wssinfo.org/)."
SH.STA.ODFC.UR.ZS,"People practicing open defecation, urban (% of urban population)","People practicing open defecation refers to the percentage of the population defecating in the open, such as in fields, forest, bushes, open bodies of water, on beaches, in other open spaces or disposed of with solid waste.","WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply and Sanitation (http://www.wssinfo.org/)."
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)","Physicians include generalist and specialist medical practitioners.","World Health Organization's Global Health Workforce Statistics, OECD, supplemented by country data."
SP.POP.0004.FE.5Y,"Population ages 0-4, female (% of female population)","Female population between the ages 0 to 4 as a percentage of the total female population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.0004.MA.5Y,"Population ages 0-4, male (% of male population)","Male population between the ages 0 to 4 as a percentage of the total male population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.0014.TO.ZS,"Population ages 0-14 (% of total)","Population between the ages 0 to 14 as a percentage of the total population. Population is based on the de facto definition of population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.0014.FE.ZS,"Population ages 0-14, female (% of total)","Female population between the ages 0 to 14 as a percentage of the total female population. Population is based on the de facto definition of population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.0014.MA.ZS,"Population ages 0-14, male (% of total)","Male population between the ages 0 to 14 as a percentage of the total male population. Population is based on the de facto definition of population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.0014.TO,"Population ages 0-14, total","Total population between the ages 0 to 14. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's population and age distributions of the United Nations Population Division's World Population Prospects. The World Bank's population estimates are from various sources including the United Nations Population Division's World Population Prospects; census reports and statistical publications from national statistical offices; Eurostat's Demographic Statistics; United Nations Statistical Division, Population and Vital Statistics Report (various years); U.S. Census Bureau: International Database; and Secretariat of the Pacific Community, Statistics and Demography Programme."
SP.POP.0014.FE.IN,"Population ages 0-14, female","Female population between the ages 0 to 14. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's population and age distributions of the United Nations Population Division's World Population Prospects. The World Bank's population estimates are from various sources including the United Nations Population Division's World Population Prospects; census reports and statistical publications from national statistical offices; Eurostat's Demographic Statistics; United Nations Statistical Division, Population and Vital Statistics Report (various years); U.S. Census Bureau: International Database; and Secretariat of the Pacific Community, Statistics and Demography Programme."
SP.POP.0014.MA.IN,"Population ages 0-14, male","Male population between the ages 0 to 14. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's population and age distributions of the United Nations Population Division's World Population Prospects. The World Bank's population estimates are from various sources including the United Nations Population Division's World Population Prospects; census reports and statistical publications from national statistical offices; Eurostat's Demographic Statistics; United Nations Statistical Division, Population and Vital Statistics Report (various years); U.S. Census Bureau: International Database; and Secretariat of the Pacific Community, Statistics and Demography Programme."
SP.POP.0509.FE.5Y,"Population ages 5-9, female (% of female population)","Female population between the ages 5 to 9 as a percentage of the total female population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.0509.MA.5Y,"Population ages 5-9, male (% of male population)","Male population between the ages 5 to 9 as a percentage of the total male population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.1014.FE.5Y,"Population ages 10-14, female (% of female population)","Female population between the ages 10 to 14 as a percentage of the total female population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.1519.FE.5Y,"Population ages 15-19, female (% of female population)","Female population between the ages 15 to 19 as a percentage of the total female population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.1519.MA.5Y,"Population ages 15-19, male (% of male population)","Male population between the ages 15 to 19 as a percentage of the total male population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.1564.TO.ZS,"Population ages 15-64 (% of total)","Total population between the ages 15 to 64 as a percentage of the total population. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.1564.FE.IN,"Population ages 15-64, female","Female population between the ages 15 to 64. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's population and age distributions of the United Nations Population Division's World Population Prospects. The World Bank's population estimates are from various sources including the United Nations Population Division's World Population Prospects; census reports and statistical publications from national statistical offices; Eurostat's Demographic Statistics; United Nations Statistical Division, Population and Vital Statistics Report (various years); U.S. Census Bureau: International Database; and Secretariat of the Pacific Community, Statistics and Demography Programme."
SP.POP.1564.FE.ZS,"Population ages 15-64, female (% of total)","Female population between the ages 15 to 64 as a percentage of the total female population. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.1564.MA.IN,"Population ages 15-64, male","Male population between the ages 15 to 64. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's population and age distributions of the United Nations Population Division's World Population Prospects. The World Bank's population estimates are from various sources including the United Nations Population Division's World Population Prospects; census reports and statistical publications from national statistical offices; Eurostat's Demographic Statistics; United Nations Statistical Division, Population and Vital Statistics Report (various years); U.S. Census Bureau: International Database; and Secretariat of the Pacific Community, Statistics and Demography Programme."
SP.POP.1564.MA.ZS,"Population ages 15-64, male (% of total)","Male population between the ages 15 to 64 as a percentage of the total male population. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.1564.TO,"Population ages 15-64, total","Total population between the ages 15 to 64. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's population and age distributions of the United Nations Population Division's World Population Prospects. The World Bank's population estimates are from various sources including the United Nations Population Division's World Population Prospects; census reports and statistical publications from national statistical offices; Eurostat's Demographic Statistics; United Nations Statistical Division, Population and Vital Statistics Report (various years); U.S. Census Bureau: International Database; and Secretariat of the Pacific Community, Statistics and Demography Programme."
SP.POP.2024.FE.5Y,"Population ages 20-24, female (% of female population)","Female population between the ages 20 to 24 as a percentage of the total female population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.2024.MA.5Y,"Population ages 20-24, male (% of male population)","Male population between the ages 20 to 24 as a percentage of the total male population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.2529.FE.5Y,"Population ages 25-29, female (% of female population)","Female population between the ages 25 to 29 as a percentage of the total female population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.2529.MA.5Y,"Population ages 25-29, male (% of male population)","Male population between the ages 25 to 29 as a percentage of the total male population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.3034.FE.5Y,"Population ages 30-34, female (% of female population)","Female population between the ages 30 to 34 as a percentage of the total female population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.3034.MA.5Y,"Population ages 30-34, male (% of male population)","Male population between the ages 30 to 34 as a percentage of the total male population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.3539.FE.5Y,"Population ages 35-39, female (% of female population)","Female population between the ages 35 to 39 as a percentage of the total female population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.3539.MA.5Y,"Population ages 35-39, male (% of male population)","Male population between the ages 35 to 39 as a percentage of the total male population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.4044.FE.5Y,"Population ages 40-44, female (% of female population)","Female population between the ages 40 to 44 as a percentage of the total female population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.4044.MA.5Y,"Population ages 40-44, male (% of male population)","Male population between the ages 40 to 44 as a percentage of the total male population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.4549.FE.5Y,"Population ages 45-49, female (% of female population)","Female population between the ages 45 to 49 as a percentage of the total female population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.4549.MA.5Y,"Population ages 45-49, male (% of male population)","Male population between the ages 45 to 49 as a percentage of the total male population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.5054.FE.5Y,"Population ages 50-54, female (% of female population)","Female population between the ages 50 to 54 as a percentage of the total female population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.5054.MA.5Y,"Population ages 50-54, male (% of male population)","Male population between the ages 50 to 54 as a percentage of the total male population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.5559.FE.5Y,"Population ages 55-59, female (% of female population)","Female population between the ages 55 to 59 as a percentage of the total female population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.5559.MA.5Y,"Population ages 55-59, male (% of male population)","Male population between the ages 55 to 59 as a percentage of the total male population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.6064.FE.5Y,"Population ages 60-64, female (% of female population)","Female population between the ages 60 to 64 as a percentage of the total female population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.6064.MA.5Y,"Population ages 60-64, male (% of male population)","Male population between the ages 60 to 64 as a percentage of the total male population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.65UP.TO.ZS,"Population ages 65 and above (% of total)","Population ages 65 and above as a percentage of the total population. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.65UP.FE.IN,"Population ages 65 and above, female","Female population 65 years of age or older. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's population and age distributions of the United Nations Population Division's World Population Prospects. The World Bank's population estimates are from various sources including the United Nations Population Division's World Population Prospects; census reports and statistical publications from national statistical offices; Eurostat's Demographic Statistics; United Nations Statistical Division, Population and Vital Statistics Report (various years); U.S. Census Bureau: International Database; and Secretariat of the Pacific Community, Statistics and Demography Programme."
SP.POP.65UP.FE.ZS,"Population ages 65 and above, female (% of total)","Female population 65 years of age or older as a percentage of the total female population. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.65UP.MA.IN,"Population ages 65 and above, male","Male population 65 years of age or older. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's population and age distributions of the United Nations Population Division's World Population Prospects. The World Bank's population estimates are from various sources including the United Nations Population Division's World Population Prospects; census reports and statistical publications from national statistical offices; Eurostat's Demographic Statistics; United Nations Statistical Division, Population and Vital Statistics Report (various years); U.S. Census Bureau: International Database; and Secretariat of the Pacific Community, Statistics and Demography Programme."
SP.POP.65UP.MA.ZS,"Population ages 65 and above, male (% of total)","Male population 65 years of age or older as a percentage of the total male population. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.65UP.TO,"Population ages 65 and above, total","Total population 65 years of age or older. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's population and age distributions of the United Nations Population Division's World Population Prospects. The World Bank's population estimates are from various sources including the United Nations Population Division's World Population Prospects; census reports and statistical publications from national statistical offices; Eurostat's Demographic Statistics; United Nations Statistical Division, Population and Vital Statistics Report (various years); U.S. Census Bureau: International Database; and Secretariat of the Pacific Community, Statistics and Demography Programme."
SP.POP.6569.FE.5Y,"Population ages 65-69, female (% of female population)","Female population between the ages 65 to 69 as a percentage of the total female population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.6569.MA.5Y,"Population ages 65-69, male (% of male population)","Male population between the ages 65 to 69 as a percentage of the total male population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.7074.FE.5Y,"Population ages 70-74, female (% of female population)","Female population between the ages 70 to 74 as a percentage of the total female population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.7074.MA.5Y,"Population ages 70-74, male (% of male population)","Male population between the ages 70 to 74 as a percentage of the total male population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.7579.FE.5Y,"Population ages 75-79, female (% of female population)","Female population between the ages 75 to 79 as a percentage of the total female population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.7579.MA.5Y,"Population ages 75-79, male (% of male population)","Male population between the ages 75 to 79 as a percentage of the total male population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.80UP.FE.5Y,"Population ages 80 and above, female (% of female population)","Female population between the ages 80 and above as a percentage of the total female population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.80UP.MA.5Y,"Population ages 80 and above, male (% of male population)","Male population between the ages 80 and above as a percentage of the total male population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.1014.MA.5Y,"Population ages 10-14, male (% of male population)","Male population between the ages 10 to 14 as a percentage of the total male population.","World Bank staff estimates based on age distributions of United Nations Population Division's World Population Prospects."
SP.POP.GROW,"Population growth (annual %)","Annual population growth rate for year t is the exponential rate of growth of midyear population from year t-1 to t, expressed as a percentage . Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","Derived from total population. Population source: (1) United Nations Population Division. World Population Prospects, (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Reprot (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme."
SP.POP.TOTL.FE.IN,"Population, female","Female population is based on the de facto definition of population, which counts all female residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's population and distributions of the United Nations Population Division's World Population Prospects. The World Bank's population estimates are from various sources including the United Nations Population Division's World Population Prospects; census reports and statistical publications from national statistical offices; Eurostat's Demographic Statistics; United Nations Statistical Division, Population and Vital Statistics Report (various years); U.S. Census Bureau: International Database; and Secretariat of the Pacific Community, Statistics and Demography Programme."
SP.POP.TOTL.FE.ZS,"Population, female (% of total)","Female population is the percentage of the population that is female. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates based on male/female distributions of United Nations Population Division's World Population Prospects."
SP.POP.TOTL.MA.IN,"Population, male","Male population is based on the de facto definition of population, which counts all male residents regardless of legal status or citizenship.","World Bank staff estimates using the World Bank's population and distributions of the United Nations Population Division's World Population Prospects. The World Bank's population estimates are from various sources including the United Nations Population Division's World Population Prospects; census reports and statistical publications from national statistical offices; Eurostat's Demographic Statistics; United Nations Statistical Division, Population and Vital Statistics Report (various years); U.S. Census Bureau: International Database; and Secretariat of the Pacific Community, Statistics and Demography Programme."
SP.POP.TOTL.MA.ZS,"Population, male (% of total)","Male population is the percentage of the population that is male. Population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship.","World Bank staff estimates based on male/female distributions of United Nations Population Division's World Population Prospects."
SP.POP.TOTL,"Population, total","Total population is based on the de facto definition of population, which counts all residents regardless of legal status or citizenship. The values shown are midyear estimates.","(1) United Nations Population Division. World Population Prospects, (2) Census reports and other statistical publications from national statistical offices, (3) Eurostat: Demographic Statistics, (4) United Nations Statistical Division. Population and Vital Statistics Report (various years), (5) U.S. Census Bureau: International Database, and (6) Secretariat of the Pacific Community: Statistics and Demography Programme."
SH.STA.PNVC.ZS,"Postnatal care coverage (% mothers)","Percentage of women with a postnatal checkup in the first two days after birth","Demographic and Health Surveys"
SI.POV.NAHC,"Poverty headcount ratio at national poverty lines (% of population)","National poverty headcount ratio is the percentage of the population living below the national poverty lines. National estimates are based on population-weighted subgroup estimates from household surveys.","World Bank, Global Poverty Working Group. Data are compiled from official government sources or are computed by World Bank staff using national (i.e. country–specific) poverty lines."
SH.STA.ANVC.ZS,"Pregnant women receiving prenatal care (%)","Pregnant women receiving prenatal care are the percentage of women attended at least once during pregnancy by skilled health personnel for reasons related to pregnancy.","UNICEF, State of the World's Children, Childinfo, and Demographic and Health Surveys."
SH.STA.ANV4.ZS,"Pregnant women receiving prenatal care of at least four visits (% of pregnant women)","Pregnant women receiving prenatal care, at least four times, are the percentage of women attended at least four times during pregnancy by skilled health personnel for reasons related to pregnancy.","UNICEF, State of the World's Children, Childinfo, and Demographic and Health Surveys."
SH.ANM.CHLD.ZS,"Prevalence of anemia among children (% of children under 5)","Prevalence of anemia, children under age 5, is the percentage of children under age 5 whose hemoglobin level is less than 110 grams per liter at sea level.","1. WHO. Global anemia prevalence and trends 1995-2011. Geneva: World Health Organization; forthcoming.  2. Stevens GA, Finucane MM, De-Regil LM, et al. Global, regional, and national trends in hemoglobin concentration and prevalence of total and severe anemia in children and pregnant and non-pregnant women for 1995-2011: a systematic analysis of population-representative data. The Lancet Global Health 2013; 1(1): e16-e25."
SH.ANM.NPRG.ZS,"Prevalence of anemia among non-pregnant women (% of women ages 15-49)","Prevalence of anemia, non-pregnant women, is the percentage of non-pregnant women whose hemoglobin level is less than 120 grams per liter at sea level.","1. WHO. Global anemia prevalence and trends 1995-2011. Geneva: World Health Organization; forthcoming.  2. Stevens GA, Finucane MM, De-Regil LM, et al. Global, regional, and national trends in hemoglobin concentration and prevalence of total and severe anemia in children and pregnant and non-pregnant women for 1995-2011: a systematic analysis of population-representative data. The Lancet Global Health 2013; 1(1): e16-e25."
SH.PRG.ANEM,"Prevalence of anemia among pregnant women (%)","Prevalence of anemia, pregnant women, is the percentage of pregnant women whose hemoglobin level is less than 110 grams per liter at sea level.","Stevens GA, Finucane MM, De-Regil LM, et al. Global, regional, and national trends in hemoglobin concentration and prevalence of total and severe anemia in children and pregnant and non-pregnant women for 1995-2011: a systematic analysis of population-representative data. The Lancet Global Health 2013; 1(1): e16-e25."
SH.ANM.ALLW.ZS,"Prevalence of anemia among women of reproductive age (% of women ages 15-49)","Prevalence of anemia among women of reproductive age refers to the combined prevalence of both non-pregnant with haemoglobin levels below 12 g/dL and pregnant women with haemoglobin levels below 11 g/dL.","Stevens GA et al. Global, regional, and national trends in hemoglobin concentration and prevalence of total and severe anemia in children and pregnant and non-pregnant women for 1995-2011: a systematic analysis of population-representative data. The Lancet Global Health 2013;1:e16-e25."
SH.HIV.1524.FE.ZS,"Prevalence of HIV, female (% ages 15-24)","Prevalence of HIV is the percentage of people who are infected with HIV. Youth rates are as a percentage of the relevant age group.","UNAIDS estimates."
SH.HIV.1524.MA.ZS,"Prevalence of HIV, male (% ages 15-24)","Prevalence of HIV is the percentage of people who are infected with HIV. Youth rates are as a percentage of the relevant age group.","UNAIDS estimates."
SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)","Prevalence of HIV refers to the percentage of people ages 15-49 who are infected with HIV.","UNAIDS estimates."
SH.STA.OWAD.ZS,"Prevalence of overweight (% of adults)","Prevalence of overweight adult is the percentage of adults ages 18 and over whose Body Mass Index (BMI) is more than 25 kg/m2. Body Mass Index (BMI) is a simple index of weight-for-height, or the weight in kilograms divided by the square of the height in meters.","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/)."
